Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Segment;Postal_Code;Product_ID;Sales;Quantity;Discount;Profit
3100;CA-2023-131233;2023-04-14;2023-04-19;Standard Class;CS-12355;Consumer;10024;OFF-BI-10000829;10776;3;2;35022
3101;CA-2023-131233;2023-04-14;2023-04-19;Standard Class;CS-12355;Consumer;10024;FUR-BO-10003441;242352;3;2;90882
3102;CA-2023-119578;2023-12-22;2023-12-27;Second Class;JG-15310;Corporate;2908;OFF-SU-10003505;69516;6;0;34758
3103;CA-2023-119578;2023-12-22;2023-12-27;Second Class;JG-15310;Corporate;2908;FUR-BO-10003660;22098;1;0;508254
3104;CA-2022-124562;2022-12-08;2022-12-12;Standard Class;JP-16135;Home Office;43229;OFF-BI-10001267;12957;7;7;-95018
3105;US-2023-140074;2023-03-23;2023-03-29;Standard Class;EC-14050;Consumer;10024;OFF-PA-10002741;2568;6;0;11556
3106;CA-2022-103037;2022-07-25;2022-07-29;Standard Class;KH-16630;Corporate;77070;OFF-LA-10004345;15712;4;2;56956
3107;CA-2023-127460;2023-07-10;2023-07-14;Standard Class;FG-14260;Home Office;60505;OFF-ST-10004340;298464;6;2;261156
3108;CA-2022-121671;2022-07-17;2022-07-22;Standard Class;AA-10480;Consumer;65807;OFF-PA-10001471;2193;3;0;100878
3109;CA-2022-121671;2022-07-17;2022-07-22;Standard Class;AA-10480;Consumer;65807;OFF-ST-10002344;24294;3;0;48588
3110;CA-2022-121671;2022-07-17;2022-07-22;Standard Class;AA-10480;Consumer;65807;OFF-PA-10001892;764;1;0;37436
3111;CA-2022-121671;2022-07-17;2022-07-22;Standard Class;AA-10480;Consumer;65807;OFF-PA-10001934;5184;8;0;254016
3112;CA-2022-121671;2022-07-17;2022-07-22;Standard Class;AA-10480;Consumer;65807;OFF-ST-10000078;26517;1;0;477306
3113;CA-2022-150350;2022-08-23;2022-08-30;Standard Class;MS-17770;Consumer;98105;TEC-MA-10001972;8376;3;2;6282
3114;CA-2022-150350;2022-08-23;2022-08-30;Standard Class;MS-17770;Consumer;98105;OFF-EN-10002504;1359;5;0;63873
3115;CA-2022-150350;2022-08-23;2022-08-30;Standard Class;MS-17770;Consumer;98105;OFF-PA-10002160;3468;6;0;169932
3116;CA-2022-150350;2022-08-23;2022-08-30;Standard Class;MS-17770;Consumer;98105;FUR-CH-10001973;532704;6;2;-399528
3117;CA-2022-150350;2022-08-23;2022-08-30;Standard Class;MS-17770;Consumer;98105;OFF-AP-10001492;431;5;0;11206
3118;CA-2022-150350;2022-08-23;2022-08-30;Standard Class;MS-17770;Consumer;98105;OFF-SU-10002189;1588;4;0;1588
3119;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;FUR-CH-10003312;112392;5;2;-182637
3120;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;TEC-PH-10002496;249584;2;2;31198
3121;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;FUR-FU-10003464;48672;3;2;73008
3122;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;OFF-AR-10000380;60768;2;2;7596
3123;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;OFF-BI-10004593;786;5;7;-6288
3124;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;OFF-BI-10001308;3768;2;7;-314
3125;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;OFF-ST-10001780;1036624;2;2;518312
3126;CA-2021-121720;2021-06-11;2021-06-12;First Class;JE-15610;Corporate;33801;OFF-ST-10003816;563808;4;2;211428
3127;CA-2023-149895;2023-09-08;2023-09-12;Standard Class;EB-14110;Consumer;19134;TEC-PH-10002200;258528;2;4;-473968
3128;CA-2023-147564;2023-10-02;2023-10-06;Standard Class;BP-11155;Consumer;10011;OFF-PA-10004438;4912;4;0;230864
3129;CA-2020-136399;2020-12-16;2020-12-17;First Class;CC-12100;Home Office;90049;FUR-FU-10004090;4446;2;0;146718
3130;CA-2020-136399;2020-12-16;2020-12-17;First Class;CC-12100;Home Office;90049;FUR-CH-10002602;241568;2;2;181176
3131;CA-2020-136399;2020-12-16;2020-12-17;First Class;CC-12100;Home Office;90049;TEC-AC-10001142;395;5;0;395
3132;CA-2020-136399;2020-12-16;2020-12-17;First Class;CC-12100;Home Office;90049;TEC-PH-10004977;627168;4;2;705564
3133;CA-2020-107916;2020-08-24;2020-08-26;First Class;JP-15460;Corporate;11572;FUR-FU-10004586;1328;2;0;63744
3134;CA-2020-107916;2020-08-24;2020-08-26;First Class;JP-15460;Corporate;11572;OFF-BI-10001116;12672;3;2;44352
3135;CA-2023-164168;2023-11-12;2023-11-18;Standard Class;LS-16975;Home Office;75081;OFF-BI-10000666;3056;5;8;-4584
3136;CA-2023-164168;2023-11-12;2023-11-18;Standard Class;LS-16975;Home Office;75081;OFF-ST-10002583;77952;3;2;-155904
3137;CA-2023-164168;2023-11-12;2023-11-18;Standard Class;LS-16975;Home Office;75081;TEC-PH-10004908;67992;1;2;8499
3138;CA-2023-164168;2023-11-12;2023-11-18;Standard Class;LS-16975;Home Office;75081;OFF-EN-10001219;12224;2;2;44312
3139;CA-2023-164168;2023-11-12;2023-11-18;Standard Class;LS-16975;Home Office;75081;TEC-AC-10004568;44784;2;2;-5598
3140;CA-2023-164168;2023-11-12;2023-11-18;Standard Class;LS-16975;Home Office;75081;FUR-FU-10001756;22848;3;6;-177072
3141;CA-2021-112557;2021-04-25;2021-04-28;First Class;JL-15850;Consumer;10035;OFF-AP-10002311;20643;3;0;908292
3142;US-2020-122959;2020-12-12;2020-12-12;Same Day;CY-12745;Corporate;78207;OFF-BI-10003650;210392;2;8;-3366272
3143;CA-2023-162572;2023-09-25;2023-09-27;Second Class;RB-19360;Consumer;45231;TEC-AC-10003628;11996;5;2;35988
3144;CA-2023-162572;2023-09-25;2023-09-27;Second Class;RB-19360;Consumer;45231;OFF-AR-10001547;10608;6;2;9282
3145;US-2022-148110;2022-09-05;2022-09-11;Standard Class;AR-10825;Corporate;78745;FUR-CH-10002647;347802;7;3;-24843
3146;CA-2023-131828;2023-02-11;2023-02-13;Second Class;CS-11845;Corporate;98105;FUR-CH-10004495;963136;4;2;1083528
3147;CA-2023-131828;2023-02-11;2023-02-13;Second Class;CS-11845;Corporate;98105;TEC-PH-10002923;88776;3;2;77679
3148;CA-2020-109218;2020-06-30;2020-07-03;Second Class;AR-10825;Corporate;90004;OFF-AR-10001374;324;5;0;10368
3149;CA-2022-120558;2022-06-07;2022-06-10;First Class;RD-19810;Home Office;10035;OFF-PA-10003441;324;5;0;15552
3150;US-2020-109036;2020-12-20;2020-12-25;Standard Class;KH-16510;Consumer;98103;OFF-LA-10002043;3105;3;0;14904
3151;CA-2021-147830;2021-12-15;2021-12-18;First Class;NF-18385;Consumer;43055;TEC-AC-10002049;202536;6;2;607608
3152;CA-2021-147830;2021-12-15;2021-12-18;First Class;NF-18385;Consumer;43055;TEC-MA-10000418;1799994;2;7;-26399912
3153;CA-2021-147830;2021-12-15;2021-12-18;First Class;NF-18385;Consumer;43055;TEC-PH-10004908;101988;2;4;-16998
3154;CA-2021-147830;2021-12-15;2021-12-18;First Class;NF-18385;Consumer;43055;FUR-FU-10004091;262864;7;2;690018
3155;CA-2023-150497;2023-07-20;2023-07-24;Standard Class;SM-20950;Corporate;55369;OFF-BI-10004600;73598;2;0;331191
3156;CA-2020-128986;2020-08-03;2020-08-05;Second Class;GH-14410;Home Office;85301;OFF-PA-10001289;93024;3;2;337212
3157;CA-2021-139584;2021-08-24;2021-08-28;Standard Class;EM-13810;Corporate;10009;FUR-TA-10001539;284364;2;4;-758304
3158;CA-2021-139584;2021-08-24;2021-08-28;Standard Class;EM-13810;Corporate;10009;TEC-AC-10001266;26;2;0;117
3159;US-2022-162677;2022-03-26;2022-03-27;First Class;DB-13210;Consumer;28540;OFF-ST-10001291;6764;5;2;59185
3160;US-2022-162677;2022-03-26;2022-03-27;First Class;DB-13210;Consumer;28540;TEC-AC-10001314;119976;3;2;-179964
3161;US-2020-150924;2020-09-12;2020-09-16;Second Class;PT-19090;Consumer;77070;OFF-BI-10004040;518;5;8;-8029
3162;CA-2020-153969;2020-09-21;2020-09-25;Standard Class;HF-14995;Consumer;94109;OFF-EN-10001539;1556;2;0;73132
3163;CA-2020-153969;2020-09-21;2020-09-25;Standard Class;HF-14995;Consumer;94109;OFF-EN-10004483;7835;5;0;368245
3164;CA-2020-153969;2020-09-21;2020-09-25;Standard Class;HF-14995;Consumer;94109;OFF-AR-10001615;5952;3;0;154752
3165;CA-2020-153969;2020-09-21;2020-09-25;Standard Class;HF-14995;Consumer;94109;OFF-PA-10000327;3852;9;0;17334
3166;CA-2020-153969;2020-09-21;2020-09-25;Standard Class;HF-14995;Consumer;94109;TEC-PH-10001299;239984;2;2;239984
3167;CA-2020-153969;2020-09-21;2020-09-25;Standard Class;HF-14995;Consumer;94109;OFF-PA-10002246;1935;3;0;94815
3168;CA-2022-146682;2022-10-29;2022-10-31;First Class;KW-16435;Consumer;48911;FUR-FU-10002671;67;5;0;3216
3169;CA-2022-138695;2022-05-28;2022-06-03;Standard Class;KC-16675;Corporate;32303;FUR-CH-10003833;390272;8;2;-24392
3170;CA-2022-138695;2022-05-28;2022-06-03;Standard Class;KC-16675;Corporate;32303;OFF-PA-10001667;62192;13;2;19435
3171;CA-2023-107461;2023-12-21;2023-12-26;Second Class;PK-19075;Consumer;29203;OFF-BI-10002003;2388;6;0;112236
3172;US-2022-133879;2022-03-21;2022-03-28;Standard Class;KT-16465;Consumer;60623;OFF-BI-10004465;3168;2;8;-4752
3173;US-2022-133879;2022-03-21;2022-03-28;Standard Class;KT-16465;Consumer;60623;FUR-CH-10000665;52843;5;3;0
3174;US-2022-133879;2022-03-21;2022-03-28;Standard Class;KT-16465;Consumer;60623;OFF-AR-10004956;13392;3;2;15066
3175;CA-2023-157483;2023-11-11;2023-11-18;Standard Class;EP-13915;Consumer;48227;OFF-AR-10004260;18186;7;0;509208
3176;US-2023-132059;2023-09-23;2023-09-29;Standard Class;AP-10915;Consumer;80525;FUR-BO-10001811;180588;2;7;-240784
3177;US-2023-132059;2023-09-23;2023-09-29;Standard Class;AP-10915;Consumer;80525;TEC-AC-10003280;47984;2;2;5998
3178;CA-2023-122280;2023-09-10;2023-09-10;Same Day;SH-20395;Consumer;10024;OFF-PA-10004911;1876;2;0;90048
3179;CA-2023-105235;2023-12-05;2023-12-11;Standard Class;SM-20950;Corporate;10011;FUR-FU-10001487;2094;3;0;60726
3180;CA-2023-105235;2023-12-05;2023-12-11;Standard Class;SM-20950;Corporate;10011;FUR-FU-10000521;5868;2;0;181908
3181;CA-2023-105235;2023-12-05;2023-12-11;Standard Class;SM-20950;Corporate;10011;OFF-AP-10001271;2549;5;0;68823
3182;CA-2023-152912;2023-11-09;2023-11-12;Second Class;BM-11650;Corporate;21044;OFF-BI-10004728;964;2;0;44344
3183;CA-2023-152912;2023-11-09;2023-11-12;Second Class;BM-11650;Corporate;21044;TEC-AC-10004666;82662;3;0;3554466
3184;CA-2023-152912;2023-11-09;2023-11-12;Second Class;BM-11650;Corporate;21044;OFF-ST-10003208;163314;9;0;4736106
3185;CA-2023-152912;2023-11-09;2023-11-12;Second Class;BM-11650;Corporate;21044;OFF-ST-10003208;54438;3;0;1578702
3186;CA-2020-123498;2020-11-07;2020-11-09;First Class;TC-20980;Corporate;77041;OFF-BI-10000632;26046;3;8;-442782
3187;CA-2020-123498;2020-11-07;2020-11-09;First Class;TC-20980;Corporate;77041;OFF-EN-10004773;74352;3;2;269526
3188;CA-2023-159352;2023-03-12;2023-03-17;Standard Class;KB-16585;Corporate;1852;TEC-PH-10004700;6993;7;0;321678
3189;US-2023-146416;2023-10-20;2023-10-22;Second Class;JE-16165;Corporate;95695;OFF-LA-10003714;375;1;0;18
3190;US-2023-146416;2023-10-20;2023-10-22;Second Class;JE-16165;Corporate;95695;OFF-BI-10001787;20928;4;2;75864
3191;US-2021-163783;2021-12-27;2022-01-01;Standard Class;DR-12940;Home Office;60610;OFF-ST-10002957;12672;3;2;-3168
3192;CA-2023-123981;2023-10-02;2023-10-08;Standard Class;RW-19630;Corporate;10035;TEC-PH-10002115;6599;1;0;171574
3193;CA-2023-158953;2023-06-04;2023-06-08;Standard Class;ML-18040;Corporate;77489;OFF-BI-10002557;637;7;8;-9555
3194;CA-2020-165428;2020-09-01;2020-09-04;First Class;JL-15130;Consumer;77036;OFF-BI-10002949;3648;3;8;-60192
3195;CA-2020-165428;2020-09-01;2020-09-04;First Class;JL-15130;Consumer;77036;OFF-PA-10004100;31104;6;2;108864
3196;CA-2022-169026;2022-08-08;2022-08-13;Standard Class;CM-12655;Home Office;39212;OFF-FA-10001883;2334;3;0;2334
3197;CA-2023-109750;2023-07-22;2023-07-28;Standard Class;FH-14365;Corporate;10009;TEC-PH-10000702;2997;3;0;140859
3198;CA-2021-149384;2021-07-10;2021-07-10;Same Day;EH-13945;Consumer;85281;OFF-BI-10003196;3366;3;7;-2244
3199;CA-2020-131527;2020-12-01;2020-12-07;Standard Class;TB-21280;Consumer;28540;TEC-PH-10001644;95968;4;2;95968
3200;CA-2023-164000;2023-12-18;2023-12-22;Standard Class;AH-10030;Corporate;19134;OFF-AR-10003183;18704;7;2;2338
3201;CA-2020-164224;2020-05-18;2020-05-20;Second Class;TT-21070;Consumer;44312;FUR-FU-10000308;149232;3;2;37308
3202;CA-2020-164224;2020-05-18;2020-05-20;Second Class;TT-21070;Consumer;44312;OFF-PA-10001526;15936;4;2;57768
3203;CA-2020-158372;2020-11-10;2020-11-16;Standard Class;RD-19900;Consumer;92037;TEC-PH-10002103;601536;8;2;601536
3204;CA-2020-158372;2020-11-10;2020-11-16;Standard Class;RD-19900;Consumer;92037;TEC-AC-10004209;1099;1;0;42861
3205;CA-2020-158372;2020-11-10;2020-11-16;Standard Class;RD-19900;Consumer;92037;FUR-FU-10000397;3988;2;0;111664
3206;CA-2020-158372;2020-11-10;2020-11-16;Standard Class;RD-19900;Consumer;92037;OFF-PA-10002137;6224;8;0;28008
3207;CA-2020-158372;2020-11-10;2020-11-16;Standard Class;RD-19900;Consumer;92037;FUR-FU-10001867;532;5;0;14896
3208;CA-2020-158372;2020-11-10;2020-11-16;Standard Class;RD-19900;Consumer;92037;OFF-LA-10000407;3984;8;0;183264
3209;CA-2022-108882;2022-01-09;2022-01-15;Standard Class;LA-16780;Corporate;93727;TEC-AC-10000420;34995;5;0;118983
3210;CA-2022-108882;2022-01-09;2022-01-15;Standard Class;LA-16780;Corporate;93727;TEC-PH-10002726;377928;9;2;141723
3211;US-2023-108245;2023-09-22;2023-09-27;Standard Class;SH-19975;Corporate;77581;OFF-EN-10001415;13392;3;2;5022
3212;US-2023-108245;2023-09-22;2023-09-27;Standard Class;SH-19975;Corporate;77581;OFF-BI-10000773;11228;7;8;-185262
3213;CA-2020-142314;2020-12-23;2020-12-28;Standard Class;SF-20200;Consumer;47374;OFF-AP-10002350;20724;11;0;580272
3214;CA-2022-132409;2022-05-26;2022-06-01;Standard Class;TH-21235;Corporate;19134;OFF-AR-10001919;1504;1;2;1692
3215;CA-2022-132409;2022-05-26;2022-06-01;Standard Class;TH-21235;Corporate;19134;OFF-AP-10002082;34848;2;2;6534
3216;CA-2023-150189;2023-07-08;2023-07-10;First Class;VG-21790;Consumer;94403;OFF-LA-10002762;7518;6;0;353346
3217;CA-2020-114433;2020-05-13;2020-05-17;Standard Class;NP-18325;Consumer;94601;TEC-AC-10002800;14997;3;0;524895
3218;CA-2023-104640;2023-11-10;2023-11-16;Standard Class;FH-14275;Corporate;10024;OFF-BI-10003925;931176;3;2;3142719
3219;CA-2023-104640;2023-11-10;2023-11-16;Standard Class;FH-14275;Corporate;10024;TEC-PH-10002200;43088;2;0;1249552
3220;US-2021-137008;2021-10-02;2021-10-08;Standard Class;JP-15460;Corporate;8701;OFF-PA-10001295;9485;5;0;45528
3221;US-2021-137008;2021-10-02;2021-10-08;Standard Class;JP-15460;Corporate;8701;OFF-EN-10002500;5112;4;0;23004
3222;US-2021-137008;2021-10-02;2021-10-08;Standard Class;JP-15460;Corporate;8701;TEC-AC-10000892;90;1;0;324
3223;CA-2020-108189;2020-10-02;2020-10-05;First Class;ES-14080;Corporate;85281;OFF-PA-10001838;9408;2;2;34104
3224;CA-2020-108189;2020-10-02;2020-10-05;First Class;ES-14080;Corporate;85281;OFF-FA-10000735;4672;2;2;146
3225;CA-2020-108189;2020-10-02;2020-10-05;First Class;ES-14080;Corporate;85281;TEC-PH-10001760;3184;2;2;10746
3226;CA-2020-108189;2020-10-02;2020-10-05;First Class;ES-14080;Corporate;85281;OFF-EN-10004846;12768;6;2;46284
3227;CA-2020-108189;2020-10-02;2020-10-05;First Class;ES-14080;Corporate;85281;OFF-SU-10003567;1536;2;2;-3264
3228;CA-2020-108189;2020-10-02;2020-10-05;First Class;ES-14080;Corporate;85281;TEC-PH-10001557;230376;3;2;201579
3229;CA-2020-108189;2020-10-02;2020-10-05;First Class;ES-14080;Corporate;85281;TEC-AC-10003038;716;1;2;-895
3230;CA-2020-154641;2020-08-11;2020-08-16;Standard Class;KL-16645;Consumer;10035;OFF-ST-10004459;37534;1;0;18767
3231;CA-2023-131625;2023-09-01;2023-09-05;Second Class;BN-11515;Consumer;10009;FUR-FU-10004960;1149;5;0;39066
3232;US-2023-156356;2023-04-16;2023-04-22;Standard Class;ND-18370;Consumer;77095;OFF-BI-10000632;26046;3;8;-442782
3233;US-2023-156356;2023-04-16;2023-04-22;Standard Class;ND-18370;Consumer;77095;OFF-BI-10001107;2896;1;8;-47784
3234;US-2023-156356;2023-04-16;2023-04-22;Standard Class;ND-18370;Consumer;77095;OFF-ST-10002301;32544;2;2;-77292
3235;CA-2022-138933;2022-04-24;2022-04-27;First Class;JL-15130;Consumer;92503;OFF-BI-10003355;3984;1;2;13944
3236;CA-2022-140746;2022-01-15;2022-01-15;Same Day;RC-19825;Consumer;6824;FUR-TA-10002903;181797;1;3;-155826
3237;CA-2022-146836;2022-05-02;2022-05-02;Same Day;CC-12475;Consumer;10024;OFF-ST-10001580;4494;3;0;125832
3238;CA-2022-146836;2022-05-02;2022-05-02;Same Day;CC-12475;Consumer;10024;OFF-BI-10000315;45576;3;2;159516
3239;US-2022-127971;2022-11-20;2022-11-27;Standard Class;DW-13195;Corporate;77095;FUR-CH-10003774;31843;5;3;-77333
3240;US-2022-127971;2022-11-20;2022-11-27;Standard Class;DW-13195;Corporate;77095;TEC-PH-10003095;12292;7;2;46095
3241;US-2022-127971;2022-11-20;2022-11-27;Standard Class;DW-13195;Corporate;77095;FUR-FU-10000023;7068;3;6;-28272
3242;US-2022-140809;2022-02-01;2022-02-03;First Class;CK-12760;Corporate;22204;OFF-ST-10002214;5645;5;0;14677
3243;CA-2023-114524;2023-03-31;2023-04-05;Second Class;EG-13900;Consumer;60623;OFF-BI-10002799;13468;13;8;-228956
3244;CA-2023-113355;2023-12-01;2023-12-05;Standard Class;SJ-20215;Consumer;75051;TEC-PH-10004912;2198;5;2;247275
3245;CA-2023-113355;2023-12-01;2023-12-05;Standard Class;SJ-20215;Consumer;75051;FUR-CH-10002602;317058;3;3;-181176
3246;US-2023-140907;2023-12-10;2023-12-12;Second Class;BP-11185;Corporate;98103;TEC-AC-10004510;4908;3;0;4908
3247;US-2023-140907;2023-12-10;2023-12-12;Second Class;BP-11185;Corporate;98103;OFF-ST-10000060;3249;5;0;38988
3248;US-2023-140907;2023-12-10;2023-12-12;Second Class;BP-11185;Corporate;98103;OFF-AR-10000799;1824;3;0;52896
3249;CA-2022-159730;2022-09-17;2022-09-21;Standard Class;SJ-20125;Home Office;98103;FUR-CH-10004875;113888;2;2;99652
3250;CA-2022-159730;2022-09-17;2022-09-21;Standard Class;SJ-20125;Home Office;98103;TEC-PH-10002085;105584;2;2;79188
3251;CA-2022-157868;2022-12-23;2022-12-29;Standard Class;MC-17590;Corporate;49505;OFF-FA-10000992;2485;7;0;116795
3252;CA-2023-119389;2023-04-17;2023-04-19;First Class;BG-11740;Consumer;19120;FUR-FU-10001473;60312;3;2;52773
3253;CA-2023-110373;2023-10-27;2023-10-30;Second Class;MA-17560;Home Office;60610;OFF-AR-10003045;7056;3;2;2205
3254;CA-2023-110373;2023-10-27;2023-10-30;Second Class;MA-17560;Home Office;60610;TEC-PH-10001536;27184;2;2;20388
3255;CA-2022-155474;2022-07-08;2022-07-14;Standard Class;CC-12220;Consumer;98105;TEC-PH-10001580;107984;1;2;94486
3256;CA-2022-155474;2022-07-08;2022-07-14;Standard Class;CC-12220;Consumer;98105;OFF-BI-10004209;19296;3;2;603
3257;CA-2021-155453;2021-08-09;2021-08-14;Standard Class;RA-19885;Corporate;32216;OFF-LA-10001613;4608;2;2;16704
3258;US-2022-161844;2022-12-09;2022-12-14;Second Class;DK-12835;Corporate;37064;FUR-TA-10001676;79974;3;4;-293238
3259;US-2022-161844;2022-12-09;2022-12-14;Second Class;DK-12835;Corporate;37064;OFF-BI-10003712;2946;2;7;-20622
3260;US-2022-162103;2022-11-13;2022-11-17;Standard Class;LB-16795;Home Office;60035;OFF-BI-10000285;3136;2;8;-4704
3261;CA-2020-151554;2020-11-14;2020-11-15;First Class;CM-11815;Corporate;77506;OFF-PA-10004609;20736;4;2;72576
3262;CA-2020-140662;2020-11-17;2020-11-19;First Class;TS-21205;Corporate;94109;TEC-AC-10001314;9998;2;0;79984
3263;CA-2020-140662;2020-11-17;2020-11-19;First Class;TS-21205;Corporate;94109;OFF-PA-10003395;73395;7;0;352296
3264;CA-2020-140662;2020-11-17;2020-11-19;First Class;TS-21205;Corporate;94109;OFF-AP-10001242;24144;3;0;72432
3265;CA-2022-122518;2022-03-04;2022-03-08;Second Class;RF-19345;Corporate;33180;OFF-LA-10001641;1008;4;2;3528
3266;US-2020-126571;2020-10-11;2020-10-15;Standard Class;JF-15565;Consumer;19120;OFF-ST-10003816;281904;2;2;105714
3267;US-2020-126571;2020-10-11;2020-10-15;Standard Class;JF-15565;Consumer;19120;OFF-EN-10002230;201432;3;2;679833
3268;CA-2020-143840;2020-05-22;2020-05-29;Standard Class;EH-14185;Consumer;35601;TEC-PH-10002660;13598;2;0;33995
3269;CA-2020-143840;2020-05-22;2020-05-29;Standard Class;EH-14185;Consumer;35601;TEC-PH-10003171;4495;1;0;12586
3270;CA-2020-115980;2020-07-15;2020-07-19;Standard Class;VW-21775;Corporate;57103;TEC-AC-10003709;297;3;0;13068
3271;CA-2020-115980;2020-07-15;2020-07-19;Standard Class;VW-21775;Corporate;57103;OFF-FA-10000304;654;3;0;26814
3272;CA-2021-155145;2021-12-27;2021-12-29;Second Class;KN-16450;Corporate;93277;TEC-AC-10003709;792;8;0;34848
3273;CA-2021-146038;2021-02-09;2021-02-16;Standard Class;SJ-20215;Consumer;90049;FUR-CH-10002774;20392;5;2;22941
3274;CA-2023-133865;2023-05-08;2023-05-12;Standard Class;PS-19045;Home Office;90032;TEC-CO-10001046;3359952;6;2;1049985
3275;CA-2023-116358;2023-11-02;2023-11-06;Standard Class;KM-16225;Corporate;66212;OFF-FA-10003495;1824;3;0;912
3276;CA-2023-116358;2023-11-02;2023-11-06;Standard Class;KM-16225;Corporate;66212;OFF-AR-10004685;2778;6;0;91674
3277;CA-2020-102988;2020-04-05;2020-04-09;Second Class;GM-14695;Corporate;22304;OFF-AR-10004757;2296;7;0;75768
3278;CA-2020-102988;2020-04-05;2020-04-09;Second Class;GM-14695;Corporate;22304;TEC-PH-10001615;2899;1;0;84071
3279;CA-2020-102988;2020-04-05;2020-04-09;Second Class;GM-14695;Corporate;22304;OFF-PA-10003349;1296;2;0;63504
3280;CA-2020-102988;2020-04-05;2020-04-09;Second Class;GM-14695;Corporate;22304;OFF-AR-10000127;2296;7;0;66584
3281;CA-2020-102988;2020-04-05;2020-04-09;Second Class;GM-14695;Corporate;22304;OFF-SU-10002881;416405;5;0;83281
3282;US-2020-117170;2020-09-17;2020-09-24;Standard Class;KT-16465;Consumer;27604;TEC-AC-10001109;47984;2;2;131956
3283;US-2020-117170;2020-09-17;2020-09-24;Standard Class;KT-16465;Consumer;27604;OFF-PA-10000682;4624;1;2;16762
3284;CA-2020-159478;2020-09-30;2020-10-06;Standard Class;MH-17785;Corporate;10035;FUR-FU-10000221;1524;3;0;51816
3285;CA-2020-103702;2020-09-12;2020-09-17;Standard Class;AF-10885;Consumer;45014;OFF-BI-10002429;63924;7;7;-468776
3286;CA-2023-150525;2023-02-20;2023-02-25;Standard Class;JP-16135;Home Office;74403;OFF-AR-10002375;656;2;0;19024
3287;CA-2023-150525;2023-02-20;2023-02-25;Standard Class;JP-16135;Home Office;74403;OFF-AP-10000595;1311;3;0;34086
3288;CA-2021-157770;2021-12-13;2021-12-15;First Class;RD-19585;Consumer;92592;TEC-PH-10001530;494376;3;2;494376
3289;CA-2021-157770;2021-12-13;2021-12-15;First Class;RD-19585;Consumer;92592;OFF-BI-10000050;292;5;2;9855
3290;CA-2021-157770;2021-12-13;2021-12-15;First Class;RD-19585;Consumer;92592;TEC-AC-10001552;24885;5;0;273735
3291;CA-2021-157770;2021-12-13;2021-12-15;First Class;RD-19585;Consumer;92592;TEC-AC-10003399;3624;1;0;152208
3292;CA-2022-167290;2022-10-30;2022-11-04;Standard Class;JF-15295;Consumer;48310;OFF-AR-10004078;1168;2;0;3504
3293;CA-2020-106264;2020-12-26;2020-12-30;Standard Class;CK-12595;Consumer;92024;OFF-SU-10002189;1191;3;0;1191
3294;CA-2020-106264;2020-12-26;2020-12-30;Standard Class;CK-12595;Consumer;92024;FUR-FU-10001852;348;2;0;11136
3295;CA-2020-138023;2020-08-15;2020-08-18;First Class;KH-16510;Consumer;75081;OFF-BI-10003638;3096;8;8;-52632
3296;CA-2023-113418;2023-10-01;2023-10-03;First Class;CM-12655;Home Office;10035;TEC-MA-10002428;170489;11;0;7672005
3297;US-2021-110569;2021-05-23;2021-05-30;Standard Class;EB-13870;Consumer;85023;OFF-BI-10001036;19194;7;7;-12796
3298;US-2021-110569;2021-05-23;2021-05-30;Standard Class;EB-13870;Consumer;85023;OFF-AP-10004708;121792;4;2;137016
3299;CA-2023-136308;2023-11-16;2023-11-16;Same Day;MW-18235;Corporate;94122;TEC-MA-10000488;1919976;3;2;2159973
3300;US-2020-159926;2020-11-18;2020-11-22;Standard Class;CS-11950;Consumer;19140;OFF-BI-10003656;50997;1;7;-407976
3301;US-2020-159926;2020-11-18;2020-11-22;Standard Class;CS-11950;Consumer;19140;OFF-ST-10003656;76792;1;2;-163183
3302;US-2020-159926;2020-11-18;2020-11-22;Standard Class;CS-11950;Consumer;19140;TEC-PH-10001128;539964;6;4;-1079928
3303;US-2020-159926;2020-11-18;2020-11-22;Standard Class;CS-11950;Consumer;19140;FUR-FU-10001473;60312;3;2;52773
3304;US-2020-159926;2020-11-18;2020-11-22;Standard Class;CS-11950;Consumer;19140;OFF-BI-10004656;1944;3;7;-14256
3305;CA-2020-104738;2020-12-30;2021-01-01;Second Class;SP-20620;Corporate;78041;OFF-EN-10004955;12984;3;2;47067
3306;CA-2020-104738;2020-12-30;2021-01-01;Second Class;SP-20620;Corporate;78041;TEC-PH-10002468;217584;2;2;190386
3307;CA-2020-104738;2020-12-30;2021-01-01;Second Class;SP-20620;Corporate;78041;TEC-PH-10000576;328776;3;2;287679
3308;CA-2020-104738;2020-12-30;2021-01-01;Second Class;SP-20620;Corporate;78041;OFF-BI-10002160;2286;3;8;-36576
3309;CA-2020-104738;2020-12-30;2021-01-01;Second Class;SP-20620;Corporate;78041;TEC-AC-10003628;47984;2;2;143952
